时间,地区生产总值累计值(亿元),地区生产总值指数(上年同期=100)累计值(%),居民人均消费支出累计值(元),城镇居民人均消费支出累计值(元),农村居民人均消费支出累计值(元),居民人均可支配收入累计值(元),城镇居民人均可支配收入累计值(元),农村居民人均可支配收入累计值(元),建筑业企业签订合同金额累计值(亿元),province,region
2023-06-30,26489.0,105.7,12719.0,14862.0,9742.0,17146.0,22935.0,9105.0,43200.05,湖北,中部
2023-03-31,12014.0,105.3,6811.0,7802.0,5454.0,9960.0,12837.0,6020.0,35205.57,湖北,中部
2022-12-31,53445.0,104.0,24828.0,29121.0,18991.0,32914.0,42626.0,19709.0,57866.22,湖北,中部
2022-09-30,37885.0,104.5,18014.0,21397.0,13474.0,23847.0,31747.0,13244.0,45433.63,湖北,中部
2022-06-30,24691.0,104.3,12031.0,14237.0,9071.0,16131.0,21813.0,8507.0,39209.23,湖北,中部
2022-03-31,11150.0,106.5,6559.0,7505.0,5308.0,9448.0,12296.0,5680.0,32482.64,湖北,中部
2021-12-31,50093.0,112.9,23846.0,28506.0,17647.0,30829.0,40278.0,18259.0,48909.09,湖北,中部
2021-09-30,34618.0,118.8,17023.0,20512.0,12442.0,22271.0,29918.0,12229.0,37632.31,湖北,中部
2025-09-30,40241.0,105.4,19694.0,24252.0,14534.0,28248.0,38564.0,16571.0,25257.35,湖南,中部
2025-06-30,26166.0,105.6,13175.0,16049.0,9922.0,18882.0,25821.0,11028.0,21686.5,湖南,中部
2025-03-31,12702.0,105.4,7197.0,8741.0,5474.0,10860.0,14705.0,6568.0,18004.02,湖南,中部
2024-12-31,53231.0,104.8,26760.0,32625.0,20068.0,37679.0,51243.0,22204.0,31644.32,湖南,中部
2024-09-30,38401.0,104.5,18778.0,23294.0,13752.0,26861.0,36926.0,15659.0,25973.3,湖南,中部
2024-06-30,24875.0,104.5,12566.0,15405.0,9408.0,17937.0,24676.0,10438.0,22792.35,湖南,中部
2024-03-31,12067.0,104.8,6902.0,8458.0,5194.0,10288.0,14013.0,6200.0,20603.79,湖南,中部
2023-12-31,50667.0,104.7,25462.0,31035.0,19210.0,35895.0,49243.0,20921.0,32050.87,湖南,中部
2023-09-30,36854.0,104.1,17825.0,22187.0,13051.0,25591.0,35484.0,14766.0,25474.93,湖南,中部
2023-06-30,23934.0,103.7,11956.0,14715.0,8936.0,17070.0,23689.0,9827.0,22308.24,湖南,中部
2023-03-31,11569.0,104.2,6536.0,8050.0,4902.0,9734.0,13394.0,5784.0,18689.69,湖南,中部
2022-12-31,47958.0,104.2,24083.0,29580.0,18078.0,34036.0,47301.0,19546.0,31306.33,湖南,中部
2022-09-30,34997.0,104.5,16923.0,21250.0,12313.0,24282.0,34087.0,13834.0,25751.17,湖南,中部
2022-06-30,22711.0,104.0,11456.0,14229.0,8502.0,16128.0,22639.0,9190.0,22208.63,湖南,中部
2022-03-31,10953.0,105.7,6277.0,7774.0,4704.0,9259.0,12860.0,5476.0,17560.9,湖南,中部
2021-12-31,45752.0,107.6,22798.0,28294.0,16951.0,31993.0,44866.0,18295.0,29744.03,湖南,中部
2021-09-30,32837.0,108.8,15919.0,20200.0,11475.0,22763.0,32249.0,12917.0,23956.88,湖南,中部
2025-09-30,9970.0,106.1,14969.0,21467.0,9623.0,20265.0,32736.0,10003.0,4974.21,甘肃,西部
2025-06-30,6469.0,106.3,9878.0,14196.0,6325.0,13029.0,20896.0,6555.0,4155.17,甘肃,西部
2025-03-31,3119.0,106.2,5402.0,7451.0,3738.0,7182.0,11106.0,3995.0,3138.84,甘肃,西部
2024-12-31,13003.0,105.8,19829.0,28013.0,13107.0,26612.0,41842.0,14105.0,6020.22,甘肃,西部
2024-09-30,9514.0,106.0,14290.0,20712.0,9143.0,19108.0,31201.0,9415.0,4996.67,甘肃,西部
2024-06-30,6159.0,105.8,9354.0,13576.0,5970.0,12255.0,19864.0,6157.0,4276.05,甘肃,西部
2024-03-31,2958.0,105.9,5189.0,7251.0,3558.0,6743.0,10546.0,3735.0,3419.88,甘肃,西部
2023-12-31,12346.0,106.6,19013.0,27044.0,12575.0,25011.0,39833.0,13131.0,6032.89,甘肃,西部
2023-09-30,9003.0,106.8,13695.0,20085.0,8697.0,18003.0,29826.0,8756.0,5016.82,甘肃,西部
2023-06-30,5779.0,107.0,8908.0,13030.0,5683.0,11530.0,18970.0,5710.0,4285.42,甘肃,西部
2023-03-31,2789.0,106.9,4819.0,6753.0,3326.0,6335.0,10014.0,3496.0,3246.22,甘肃,西部
2022-12-31,11554.0,104.6,17489.0,25207.0,11494.0,23273.0,37572.0,12165.0,5921.19,甘肃,西部
2022-09-30,8423.0,104.1,12486.0,18590.0,7858.0,16732.0,28100.0,8114.0,4920.17,甘肃,西部
2022-06-30,5427.0,104.2,8261.0,12254.0,5234.0,10672.0,17782.0,5283.0,4085.9,甘肃,西部
2022-03-31,2570.0,105.3,4540.0,6470.0,3096.0,6068.0,9765.0,3302.0,2836.64,甘肃,西部
2021-12-31,10608.0,107.1,17456.0,25757.0,11206.0,22066.0,36187.0,11433.0,5243.11,甘肃,西部
2021-09-30,7627.0,108.7,12172.0,18515.0,7512.0,15819.0,26947.0,7642.0,4327.81,甘肃,西部
2025-09-30,42340.0,105.2,25998.0,30748.0,17451.0,39213.0,48644.0,22245.0,25507.96,福建,东部
2025-06-30,27997.0,105.7,17107.0,20210.0,11598.0,26478.0,33197.0,14546.0,21386.34,福建,东部
2025-03-31,13232.0,105.7,9053.0,10620.0,6301.0,14600.0,18605.0,7568.0,17570.27,福建,东部
2024-12-31,57761.0,105.5,33876.0,39910.0,23179.0,47857.0,58763.0,28525.0,32227.26,福建,东部
2024-09-30,40594.0,105.5,24677.0,29373.0,16398.0,37266.0,46493.0,20997.0,26309.1,福建,东部
2024-06-30,26669.0,105.6,16200.0,19252.0,10889.0,25122.0,31687.0,13695.0,22107.21,福建,东部
2024-03-31,12552.0,105.8,8531.0,10063.0,5895.0,13822.0,17722.0,7110.0,18443.53,福建,东部
2023-12-31,54802.0,104.5,31869.0,37674.0,21746.0,45426.0,56153.0,26722.0,31367.32,福建,东部
2023-09-30,38792.0,104.1,23262.0,27879.0,15221.0,35439.0,44497.0,19667.0,25919.0,福建,东部
2023-06-30,25352.0,103.8,15125.0,18077.0,10050.0,23809.0,30224.0,12783.0,22040.94,福建,东部
2023-03-31,11979.0,101.7,7994.0,9503.0,5430.0,13054.0,16870.0,6567.0,17963.46,福建,东部
2022-12-31,52100.0,104.2,30042.0,35692.0,20467.0,43118.0,53817.0,24987.0,31214.37,福建,东部
2022-09-30,37072.0,104.7,21780.0,26263.0,14194.0,33707.0,42728.0,18443.0,26594.29,福建,东部
2022-06-30,24258.0,104.1,14385.0,17378.0,9385.0,22594.0,28948.0,11977.0,22259.22,福建,东部
2022-03-31,11694.0,106.2,7581.0,9091.0,5085.0,12500.0,16300.0,6221.0,17457.1,福建,东部
2021-12-31,49603.0,108.3,28440.0,33942.0,19290.0,40659.0,51140.0,23229.0,29514.45,福建,东部
2021-09-30,35593.0,109.2,20742.0,25221.0,13305.0,31781.0,40577.0,17173.0,24576.29,福建,东部
2025-09-30,2070.0,107.1,13981.0,26137.0,9127.0,23357.0,45434.0,14540.0,407.68,西藏,西部
2025-06-30,1383.0,107.2,9552.0,18054.0,6156.0,13364.0,28741.0,7222.0,335.49,西藏,西部
2025-03-31,717.0,107.9,5202.0,9851.0,3360.0,6029.0,13703.0,2988.0,223.68,西藏,西部
2024-12-31,2765.0,106.3,18983.0,31292.0,13985.0,31358.0,55444.0,21578.0,619.28,西藏,西部
2024-09-30,1894.0,106.2,12932.0,24660.0,8334.0,21777.0,42766.0,13547.0,559.9,西藏,西部
2024-06-30,1263.0,106.1,8718.0,16812.0,5544.0,12416.0,26967.0,6711.0,434.24,西藏,西部
2024-03-31,644.0,105.1,4661.0,8883.0,3019.0,5576.0,12803.0,2764.0,278.85,西藏,西部
2023-12-31,2533.0,109.7,17220.0,28858.0,12619.0,28983.0,51900.0,19924.0,453.83,西藏,西部
2023-09-30,1754.0,110.0,11854.0,23036.0,7586.0,20147.0,40145.0,12516.0,419.27,西藏,西部
2023-06-30,1153.0,108.6,8029.0,15823.0,5055.0,11482.0,25350.0,6190.0,362.78,西藏,西部
2023-03-31,621.0,108.4,4206.0,8208.0,2691.0,5128.0,11996.0,2528.0,267.38,西藏,西部
2022-12-31,2235.0,101.4,15886.0,28265.0,11139.0,26675.0,48753.0,18209.0,432.29,西藏,西部
2022-09-30,1539.0,100.5,11075.0,22624.0,6802.0,18646.0,37932.0,11510.0,363.37,西藏,西部
2022-06-30,1025.0,105.1,7522.0,15472.0,4581.0,10639.0,23975.0,5705.0,340.79,西藏,西部
2022-03-31,544.0,106.7,3922.0,8003.0,2424.0,4832.0,11527.0,2376.0,232.3,西藏,西部
2021-12-31,2145.0,107.0,15342.0,28159.0,10577.0,24950.0,46503.0,16932.0,552.67,西藏,西部
2021-09-30,1478.0,107.5,10127.0,20521.0,6399.0,17081.0,35517.0,10470.0,484.86,西藏,西部
2025-09-30,17352.0,104.9,15810.0,21896.0,10986.0,21923.0,35133.0,11453.0,11491.42,贵州,西部
2025-06-30,11452.0,105.3,10683.0,14973.0,7284.0,14569.0,23681.0,7346.0,10363.2,贵州,西部
2025-03-31,5598.0,105.3,5748.0,7567.0,4333.0,7698.0,12360.0,4074.0,9480.37,贵州,西部
2024-12-31,22667.0,105.3,20871.0,28512.0,14802.0,28561.0,44558.0,15856.0,13405.88,贵州,西部
2024-09-30,16671.0,105.2,15170.0,21239.0,10469.0,20866.0,33827.0,10826.0,11640.78,贵州,西部
2024-06-30,11076.0,105.3,10149.0,14347.0,6897.0,13822.0,22722.0,6927.0,10719.07,贵州,西部
2024-03-31,5360.0,105.5,5381.0,7086.0,4085.0,7273.0,11818.0,3820.0,9692.49,贵州,西部
2023-12-31,21514.0,105.1,20161.0,27693.0,14260.0,27098.0,42772.0,14817.0,13448.04,贵州,西部
2023-09-30,15810.0,105.0,14512.0,20547.0,9901.0,19814.0,32516.0,10108.0,11501.54,贵州,西部
2023-06-30,10534.0,104.6,9463.0,13436.0,6427.0,13120.0,21841.0,6456.0,10523.15,贵州,西部
2023-03-31,5096.0,102.7,4811.0,6521.0,3528.0,6849.0,11273.0,3533.0,8984.21,贵州,西部
2022-12-31,20580.0,101.2,17939.0,24230.0,13172.0,25508.0,41086.0,13707.0,13858.93,贵州,西部
2022-09-30,15091.0,102.8,13283.0,18755.0,9240.0,18702.0,31327.0,9375.0,11451.28,贵州,西部
2022-06-30,10042.0,104.5,8777.0,12400.0,6100.0,12372.0,21029.0,5975.0,9307.41,贵州,西部
2022-03-31,4931.0,106.6,4658.0,6500.0,3323.0,6546.0,10979.0,3334.0,8283.75,贵州,西部
2021-12-31,19921.0,108.3,17957.0,25333.0,12557.0,23996.0,39211.0,12856.0,12077.25,贵州,西部
2021-09-30,14155.0,108.9,13030.0,19109.0,8690.0,17428.0,29601.0,8737.0,10262.18,贵州,西部
2025-09-30,24284.0,104.3,19623.0,23041.0,12422.0,31441.0,37493.0,18691.0,6590.48,辽宁,东北
2025-06-30,15708.0,104.7,13335.0,15647.0,8463.0,21343.0,25128.0,13368.0,5538.64,辽宁,东北
2025-03-31,7607.0,105.2,6974.0,8136.0,4567.0,11446.0,13077.0,8067.0,4481.48,辽宁,东北
2024-12-31,32613.0,105.1,25963.0,30350.0,16742.0,39844.0,47982.0,22744.0,9109.42,辽宁,东北
2024-09-30,23772.0,104.9,18877.0,22165.0,12030.0,29998.0,35862.0,17786.0,7175.42,辽宁,东北
2024-06-30,15356.0,105.0,12700.0,14933.0,8049.0,20312.0,23989.0,12655.0,5660.48,辽宁,东北
2024-03-31,7377.0,105.4,6636.0,7763.0,4325.0,10871.0,12456.0,7624.0,3727.15,辽宁,东北
2023-12-31,31390.0,105.5,24865.0,29091.0,16040.0,37992.0,45896.0,21483.0,8604.68,辽宁,东北
2023-09-30,22627.0,105.5,18148.0,21438.0,11338.0,28598.0,34298.0,16801.0,6812.09,辽宁,东北
2023-06-30,14612.0,105.8,11825.0,13934.0,7461.0,19371.0,22951.0,11961.0,5557.07,辽宁,东北
2023-03-31,6959.0,105.0,5962.0,7018.0,3812.0,10331.0,11872.0,7191.0,3101.25,辽宁,东北
2022-12-31,29740.0,102.2,22604.0,26652.0,14326.0,36089.0,44003.0,19908.0,7979.92,辽宁,东北
2022-09-30,21457.0,102.2,16500.0,19600.0,10221.0,27125.0,32844.0,15537.0,6560.35,辽宁,东北
2022-06-30,13742.0,101.6,10789.0,12799.0,6716.0,18326.0,21897.0,11092.0,5261.25,辽宁,东北
2022-03-31,6473.0,102.8,6046.0,7105.0,3933.0,9977.0,11552.0,6835.0,3008.0,辽宁,东北
2021-12-31,28471.0,106.0,23831.0,28438.0,14606.0,35112.0,43051.0,19217.0,8237.01,辽宁,东北
2021-09-30,20257.0,107.6,16955.0,20398.0,10123.0,26499.0,32201.0,15187.0,6492.41,辽宁,东北
2025-09-30,24449.0,105.3,20567.0,24544.0,13683.0,32283.0,40683.0,17745.0,14799.26,重庆,西部
2025-06-30,15930.0,105.0,14001.0,16797.0,9162.0,22117.0,28051.0,11845.0,12574.47,重庆,西部
2025-03-31,7575.0,104.3,7335.0,8805.0,4842.0,11860.0,14912.0,6681.0,10498.22,重庆,西部
2024-12-31,32193.0,105.7,27451.0,32360.0,18918.0,39713.0,49778.0,22221.0,17339.85,重庆,西部
2024-09-30,23347.0,106.0,19960.0,24061.0,12971.0,30792.0,39007.0,16790.0,14593.34,重庆,西部
2024-06-30,15215.0,106.1,13446.0,16266.0,8639.0,21036.0,26835.0,11152.0,12384.52,重庆,西部
2024-03-31,7289.0,106.2,7058.0,8555.0,4556.0,11251.0,14224.0,6280.0,9890.72,重庆,西部
2023-12-31,30614.0,106.2,26515.0,31531.0,17964.0,37595.0,47435.0,20820.0,17671.6,重庆,西部
2023-09-30,22362.0,105.6,19312.0,23564.0,12203.0,29241.0,37298.0,15768.0,14528.86,重庆,西部
2023-06-30,14432.0,104.6,12934.0,15843.0,8068.0,19920.0,25588.0,10442.0,12206.45,重庆,西部
2023-03-31,6981.0,104.7,6784.0,8328.0,4252.0,10670.0,13606.0,5856.0,9995.34,重庆,西部
2022-12-31,28772.0,102.5,25371.0,30574.0,16727.0,35666.0,45509.0,19313.0,17830.95,重庆,西部
2022-09-30,20864.0,102.9,18351.0,22676.0,11301.0,27826.0,35863.0,14727.0,14819.16,重庆,西部
2022-06-30,13540.0,103.8,12491.0,15479.0,7621.0,18923.0,24539.0,9768.0,12644.8,重庆,西部
2022-03-31,6476.0,105.0,6593.0,8171.0,4071.0,10240.0,13183.0,5534.0,10117.04,重庆,西部
2021-12-31,28093.0,108.4,24598.0,29850.0,16096.0,33803.0,43502.0,18100.0,17568.51,重庆,西部
2021-09-30,20020.0,110.0,17395.0,21618.0,10690.0,26133.0,33962.0,13700.0,14259.18,重庆,西部
2025-09-30,25771.0,105.3,17973.0,22107.0,12874.0,27091.0,37381.0,14395.0,21186.96,陕西,西部
2025-06-30,16828.0,105.5,12044.0,14805.0,8636.0,17756.0,24335.0,9640.0,18729.85,陕西,西部
2025-03-31,8236.0,105.6,6402.0,7815.0,4683.0,9394.0,12635.0,5449.0,15961.81,陕西,西部
2024-12-31,35539.0,105.3,23213.0,28543.0,16731.0,33905.0,46821.0,18199.0,26029.12,陕西,西部
2024-09-30,24965.0,104.6,17162.0,21305.0,12166.0,25653.0,35669.0,13576.0,21033.47,陕西,西部
2024-06-30,16393.0,104.3,11499.0,14267.0,8161.0,16808.0,23220.0,9077.0,18695.38,陕西,西部
2024-03-31,7991.0,104.2,6106.0,7527.0,4417.0,8859.0,12021.0,5098.0,15789.0,陕西,西部
2023-12-31,33976.0,104.3,22012.0,27303.0,15647.0,32128.0,44713.0,16992.0,26498.63,陕西,西部
2023-09-30,24079.0,102.4,16310.0,20288.0,11568.0,24294.0,34037.0,12676.0,20607.05,陕西,西部
2023-06-30,15775.0,103.8,10897.0,13491.0,7803.0,15902.0,22150.0,8450.0,19440.4,陕西,西部
2023-03-31,7792.0,105.4,5687.0,7012.0,4128.0,8306.0,11372.0,4698.0,14693.11,陕西,西部
2022-12-31,33036.0,104.5,19848.0,24766.0,14094.0,30116.0,42431.0,15704.0,24520.56,陕西,西部
2022-09-30,23814.0,105.0,14438.0,18019.0,10284.0,22806.0,32312.0,11776.0,18710.84,陕西,西部
2022-06-30,15452.0,104.4,9560.0,11882.0,6866.0,14906.0,21004.0,7830.0,15676.47,陕西,西部
2022-03-31,7362.0,105.3,4971.0,6137.0,3635.0,7822.0,10819.0,4391.0,11282.81,陕西,西部
2021-12-31,30477.0,106.7,19347.0,24784.0,13158.0,28568.0,40713.0,14745.0,21841.58,陕西,西部
2021-09-30,21568.0,107.3,14536.0,18673.0,9867.0,21665.0,31052.0,11070.0,16826.31,陕西,西部
2025-09-30,2866.0,103.7,16484.0,20946.0,11507.0,22376.0,31712.0,11963.0,2159.41,青海,西部
2025-06-30,1876.0,104.0,10979.0,14054.0,7550.0,14408.0,20819.0,7257.0,1851.01,青海,西部
2025-03-31,964.0,104.6,6035.0,7453.0,4476.0,8051.0,11245.0,4538.0,1528.1,青海,西部
2024-12-31,3951.0,102.7,21204.0,26413.0,15421.0,30117.0,42191.0,16715.0,2432.96,青海,西部
2024-09-30,2782.0,102.5,15889.0,20391.0,11002.0,21284.0,30481.0,11304.0,2177.49,青海,西部
2024-06-30,1834.0,101.0,10645.0,13831.0,7188.0,13661.0,19933.0,6855.0,1943.17,青海,西部
2024-03-31,930.0,103.6,5824.0,7233.0,4315.0,7607.0,10732.0,4263.0,1643.72,青海,西部
2023-12-31,3849.0,105.4,20327.0,25373.0,14790.0,28587.0,40408.0,15614.0,2294.41,青海,西部
2023-09-30,2766.0,105.7,15778.0,20354.0,10868.0,20180.0,29168.0,10536.0,1968.74,青海,西部
2023-06-30,1847.0,106.8,10250.0,13457.0,6809.0,12907.0,19005.0,6365.0,1790.03,青海,西部
2023-03-31,914.0,105.2,5513.0,7078.0,3857.0,7220.0,10280.0,3983.0,1357.52,青海,西部
2022-12-31,3677.0,102.5,17261.0,21700.0,12516.0,27000.0,38736.0,14456.0,1803.71,青海,西部
2022-09-30,2625.0,102.9,12950.0,16794.0,8934.0,19111.0,28046.0,9774.0,1557.92,青海,西部
2022-06-30,1729.0,102.8,8677.0,11346.0,5888.0,12263.0,18346.0,5906.0,1347.93,青海,西部
2022-03-31,853.0,105.4,5045.0,6515.0,3530.0,6960.0,10050.0,3775.0,1177.3,青海,西部
2021-12-31,3446.0,105.9,19020.0,24513.0,13300.0,25919.0,37745.0,13604.0,1783.66,青海,西部
2021-09-30,2461.0,106.9,13305.0,17506.0,9027.0,18247.0,27119.0,9213.0,1554.75,青海,西部
2025-09-30,11489.0,104.8,17679.0,20812.0,12966.0,22810.0,29195.0,13207.0,2833.28,黑龙江,东北
2025-06-30,7088.0,105.1,11694.0,13647.0,8757.0,14881.0,18912.0,8817.0,2314.84,黑龙江,东北
2025-03-31,3402.0,104.9,5990.0,6904.0,4626.0,9179.0,10193.0,7664.0,1466.72,黑龙江,东北
2024-12-31,16477.0,103.2,23467.0,27625.0,17295.0,31269.0,38212.0,20963.0,3578.62,黑龙江,东北
2024-09-30,11196.0,102.3,17007.0,20084.0,12464.0,21719.0,27931.0,12550.0,2961.62,黑龙江,东北
2024-06-30,6900.0,101.5,11123.0,12965.0,8403.0,14130.0,18043.0,8353.0,2352.22,黑龙江,东北
2024-03-31,3281.0,102.2,5717.0,6582.0,4450.0,8692.0,9676.0,7249.0,1280.64,黑龙江,东北
2023-12-31,16471.0,102.8,22052.0,25882.0,16453.0,29694.0,36492.0,19756.0,3328.85,黑龙江,东北
2023-09-30,11038.0,102.7,16025.0,18900.0,11844.0,20594.0,26641.0,11802.0,2767.92,黑龙江,东北
2023-06-30,6886.0,104.8,10374.0,12188.0,7736.0,13355.0,17163.0,7818.0,2176.97,黑龙江,东北
2023-03-31,3239.0,105.4,5301.0,6156.0,4067.0,8118.0,9083.0,6724.0,1053.73,黑龙江,东北
2022-12-31,16359.0,102.8,20412.0,24011.0,15162.0,28346.0,35042.0,18577.0,3201.6,黑龙江,东北
2022-09-30,10825.0,103.0,14769.0,17480.0,10836.0,19651.0,25531.0,11119.0,2740.79,黑龙江,东北
2022-06-30,6614.0,102.9,9594.0,11304.0,7114.0,12775.0,16404.0,7511.0,2171.25,黑龙江,东北
2022-03-31,3078.0,105.5,5146.0,5974.0,3954.0,7762.0,8766.0,6316.0,1009.55,黑龙江,东北
2021-12-31,15293.0,106.2,20636.0,24422.0,15225.0,27159.0,33646.0,17889.0,2983.95,黑龙江,东北
2021-09-30,9970.0,108.2,14140.0,16903.0,10213.0,18865.0,24408.0,10987.0,2343.03,黑龙江,东北
